trade_date,open,high,low,close
20000803,1434.53,1454.19,1425.43,1452.56
20000804,1455.99,1462.93,1451.31,1462.93
20000807,1464.28,1480.8,1460.72,1479.32
20000808,1478.44,1484.4,1472.53,1482.8
20000809,1488.48,1490.37,1471.32,1472.87
20000810,1472.64,1475.19,1459.85,1460.25
20000811,1458.65,1475.72,1453.06,1471.84
20000814,1471.84,1491.64,1468.56,1491.56
20000815,1490.69,1493.12,1482.74,1484.43
20000816,1486.32,1496.09,1475.74,1479.85
20000817,1479.85,1499.32,1479.85,1496.07
20000818,1497.08,1499.47,1488.99,1491.72
20000821,1493.97,1502.84,1491.13,1499.48
20000822,1500.4,1508.45,1497.42,1498.13
20000823,1498.13,1507.2,1489.52,1505.97
20000824,1505.97,1511.16,1501.25,1508.31
20000825,1507.96,1513.47,1505.09,1506.45
20000828,1506.72,1523.95,1506.72,1514.09
20000829,1514.14,1514.89,1505.48,1509.84
20000830,1509.83,1510.49,1500.09,1502.59
20000831,1504.44,1525.21,1504.44,1517.68
20000901,1520.69,1530.09,1515.53,1520.77
20000905,1516.08,1517.1,1503.75,1507.08
20000906,1506.43,1512.61,1492.12,1492.25
20000907,1495.17,1505.34,1494.01,1502.51
20000908,1502.51,1502.51,1489.88,1494.5
20000911,1494.5,1506.76,1483.01,1489.26
20000912,1490.96,1496.93,1479.67,1481.99
20000913,1479.82,1487.45,1473.61,1484.91
20000914,1489.94,1494.16,1476.73,1480.87
20000915,1480.24,1480.96,1460.22,1465.81
20000918,1466.64,1467.77,1441.92,1444.51
20000919,1448.28,1461.16,1446.05,1459.9
20000920,1460.49,1460.49,1430.95,1451.34
20000921,1451.34,1452.77,1436.3,1449.05
20000922,1427.16,1448.72,1421.08,1448.72
20000925,1450.3,1457.42,1435.93,1439.03
20000926,1441.47,1448.04,1425.25,1427.21
20000927,1430.45,1437.22,1419.44,1426.57
20000928,1426.58,1461.69,1425.78,1458.29
20000929,1456.98,1456.98,1436.29,1436.51
20001002,1441.68,1445.6,1429.83,1436.23
20001003,1441.84,1454.82,1425.28,1426.46
20001004,1426.46,1439.99,1416.31,1434.32
20001005,1432.04,1444.17,1431.8,1436.28
20001006,1437.3,1443.3,1397.06,1408.99
20001009,1408.67,1409.69,1392.48,1402.03
20001010,1399.27,1408.83,1383.85,1387.02
20001011,1379.74,1381.97,1349.67,1364.59
20001012,1364.59,1374.93,1328.06,1329.78
20001013,1329.83,1374.17,1326.81,1374.17
20001016,1373.11,1379.48,1365.06,1374.62
20001017,1379.33,1380.99,1342.34,1349.97
20001018,1315.93,1356.65,1305.65,1342.13
20001019,1345.64,1389.93,1345.64,1388.76
20001020,1388.76,1408.47,1382.19,1396.93
20001023,1396.72,1406.96,1387.75,1395.78
20001024,1399.4,1415.64,1388.13,1398.13
20001025,1392.42,1393.28,1362.21,1364.9
20001026,1364.9,1372.72,1337.77,1364.44
20001027,1364.44,1384.57,1364.13,1379.58
20001030,1379.49,1406.36,1376.86,1398.66
20001031,1401.18,1432.22,1401.18,1429.4
20001101,1425.25,1429.6,1410.45,1421.22
20001102,1426.7,1433.27,1421.13,1428.32
20001103,1429.57,1433.21,1420.92,1426.69
20001106,1428.76,1438.46,1427.72,1432.19
20001107,1430.86,1436.22,1423.26,1431.87
20001108,1432.54,1437.28,1408.78,1409.28
20001109,1408.65,1408.65,1369.68,1400.14
20001110,1393.22,1393.22,1365.97,1365.98
20001113,1365.98,1365.98,1328.62,1351.26
20001114,1361.66,1390.06,1361.66,1382.95
20001115,1383.25,1395.96,1374.75,1389.81
20001116,1386.98,1394.68,1370.4,1372.32
20001117,1372.7,1384.85,1355.55,1367.72
20001120,1360.31,1360.31,1341.67,1342.62
20001121,1343.84,1355.87,1333.62,1347.35
20001122,1346.66,1346.66,1321.89,1322.36
20001124,1328.84,1343.83,1328.84,1341.77
20001127,1341.77,1362.5,1341.77,1348.97
20001128,1348.97,1358.81,1334.97,1336.09
20001129,1337.08,1352.38,1329.28,1341.91
20001130,1334.55,1334.55,1294.9,1314.95
20001201,1317.34,1334.67,1307.02,1315.23
20001204,1317.68,1332.06,1310.23,1324.97
20001205,1333.47,1376.56,1333.47,1376.54
20001206,1374.72,1376.01,1346.15,1351.46
20001207,1347.73,1353.5,1339.26,1343.55
20001208,1353.1,1380.33,1353.1,1369.89
20001211,1369.88,1389.05,1364.14,1380.2
20001212,1378.97,1380.27,1370.27,1371.18
20001213,1371.18,1385.82,1358.48,1359.99
20001214,1359.68,1359.68,1340.48,1340.93
20001215,1336.59,1336.59,1305.38,1312.15
20001218,1316.32,1332.32,1316.32,1322.74
20001219,1322.96,1346.44,1305.2,1305.6
20001220,1305.6,1305.6,1261.16,1264.74
20001221,1263.7,1285.31,1254.07,1274.86
20001222,1279.47,1305.97,1279.47,1305.97
20001226,1305.93,1315.94,1301.64,1315.19
20001227,1314.27,1332.03,1310.96,1328.92
20001228,1326.52,1335.93,1325.78,1334.22
20001229,1333.15,1340.1,1317.51,1320.28
20010102,1320.28,1320.28,1276.05,1283.27
20010103,1280.21,1347.76,1274.62,1347.56
20010104,1345.82,1350.24,1329.14,1333.34
20010105,1334.26,1334.77,1294.95,1298.35
20010108,1296.33,1296.97,1276.29,1295.86
20010109,1298.96,1311.72,1295.14,1300.8
20010110,1297.57,1313.76,1287.28,1313.27
20010111,1309.72,1332.19,1300.8,1326.82
20010112,1326.52,1333.21,1311.59,1318.32
20010116,1318.54,1327.81,1313.33,1326.65
20010117,1326.65,1346.92,1325.41,1329.47
20010118,1329.89,1352.71,1327.41,1347.97
20010119,1354.55,1354.55,1336.74,1342.54
20010122,1341.36,1353.62,1333.84,1342.9
20010123,1342.9,1362.9,1339.63,1360.4
20010124,1361.74,1369.75,1357.28,1364.3
20010125,1362.98,1367.35,1354.63,1357.51
20010126,1353.47,1357.48,1342.75,1354.95
20010129,1351.03,1365.54,1350.36,1364.17
20010130,1364.42,1375.68,1356.2,1373.73
20010131,1374.56,1383.37,1364.66,1366.01
20010201,1365.67,1373.5,1359.34,1373.47
20010202,1373.21,1376.38,1348.72,1349.47
20010205,1349.47,1354.56,1344.48,1354.31
20010206,1354.31,1363.55,1350.04,1352.26
20010207,1352.26,1351.8,1334.26,1340.89
20010208,1341.1,1350.32,1332.42,1332.53
20010209,1332.53,1330.39,1309.98,1314.76
20010212,1314.18,1330.96,1313.64,1330.31
20010213,1330.31,1336.62,1317.51,1318.8
20010214,1318.8,1320.73,1304.72,1315.92
20010215,1315.92,1331.29,1315.92,1326.61
20010216,1314.31,1314.31,1293.18,1301.53
20010220,1301.53,1307.16,1278.44,1278.94
20010221,1275.09,1282.97,1253.16,1255.27
20010222,1255.99,1259.94,1228.33,1252.82
20010223,1249.59,1250.06,1215.44,1245.86
20010226,1245.86,1267.69,1241.71,1267.65
20010227,1265.72,1272.76,1252.26,1257.94
20010228,1257.94,1263.47,1229.65,1239.94
20010301,1239.94,1241.36,1214.5,1241.23
20010302,1241.23,1251.01,1219.74,1234.18
20010305,1234.18,1242.55,1234.04,1241.41
20010306,1241.41,1267.42,1241.41,1253.8
20010307,1253.8,1263.86,1253.8,1261.89
20010308,1261.89,1266.16,1257.91,1264.74
20010309,1264.74,1264.74,1228.42,1233.42
20010312,1233.42,1233.42,1177.94,1180.16
20010313,1182.88,1197.71,1171.5,1197.66
20010314,1197.45,1187.41,1157.17,1166.71
20010315,1171.29,1180.7,1171.45,1173.56
20010316,1173.56,1164.97,1148.83,1150.53
20010319,1151.68,1173.33,1147.18,1170.81
20010320,1172.28,1180.56,1142.19,1142.62
20010321,1142.33,1149.28,1119.81,1122.14
20010322,1122.14,1124.27,1081.19,1117.58
20010323,1121.84,1141.58,1117.58,1139.83
20010326,1140.15,1159.37,1147.62,1152.69
20010327,1152.69,1182.18,1156.22,1182.17
20010328,1178.04,1182.17,1149.07,1153.29
20010329,1153.29,1157.87,1140.27,1147.95
20010330,1147.95,1162.18,1145.01,1160.33
20010402,1160.33,1169.51,1139.27,1145.87
20010403,1145.87,1145.87,1100.19,1106.46
20010404,1106.46,1114.92,1093.3,1103.25
20010405,1103.25,1151.46,1119.97,1151.44
20010406,1151.44,1135.87,1120.42,1128.43
20010409,1128.43,1146.13,1126.38,1137.59
20010410,1137.59,1173.92,1137.59,1168.38
20010411,1168.38,1182.24,1161.77,1165.89
20010412,1165.51,1183.51,1158.85,1183.5
20010416,1183.5,1183.3,1169.37,1179.68
20010417,1179.68,1191.82,1173.43,1191.81
20010418,1191.81,1247.52,1191.81,1238.16
20010419,1238.16,1253.71,1233.39,1253.7
20010420,1252.88,1246.15,1234.54,1242.98
20010423,1242.98,1233.63,1218.81,1224.36
20010424,1224.36,1230.82,1209.46,1209.47
20010425,1209.11,1231.34,1207.38,1228.75
20010426,1228.75,1246.17,1233.22,1234.52
20010427,1234.52,1253.07,1234.52,1253.05
20010430,1253.05,1268.99,1246.27,1249.46
20010501,1249.55,1266.46,1243.55,1266.44
20010502,1269.97,1271.16,1257.89,1267.43
20010503,1267.43,1251.41,1240.19,1248.58
20010504,1248.58,1266.7,1233.28,1266.61
20010507,1266.61,1269.33,1259.31,1263.51
20010508,1266.71,1267.01,1253.0,1261.2
20010509,1261.2,1261.2,1247.83,1255.54
20010510,1255.54,1268.14,1254.57,1255.18
20010511,1255.18,1257.83,1242.27,1245.67
20010514,1245.67,1249.13,1241.32,1248.92
20010515,1248.92,1257.45,1245.36,1249.44
20010516,1247.95,1285.3,1243.02,1284.99
20010517,1284.99,1296.48,1282.65,1288.49
20010518,1288.49,1292.06,1281.15,1291.96
20010521,1291.96,1312.91,1287.87,1312.83
20010522,1312.83,1315.39,1306.89,1309.38
20010523,1309.38,1309.38,1289.05,1289.05
20010524,1289.05,1293.17,1281.43,1293.17
20010525,1293.17,1293.17,1277.89,1277.89
20010529,1277.89,1278.42,1265.41,1267.93
20010530,1263.51,1267.93,1245.96,1248.08
20010531,1248.08,1261.91,1248.07,1255.82
20010601,1255.82,1265.34,1246.88,1260.67
20010604,1262.62,1267.12,1257.19,1267.11
20010605,1268.31,1285.3,1267.11,1283.57
20010606,1283.85,1283.85,1269.18,1270.03
20010607,1270.03,1276.96,1265.68,1276.96
20010608,1276.96,1273.81,1260.59,1264.96
20010611,1264.96,1261.65,1249.4,1254.39
20010612,1254.39,1260.97,1235.75,1255.85
20010613,1255.85,1259.75,1241.59,1241.6
20010614,1241.6,1241.6,1219.66,1219.87
20010615,1219.87,1221.32,1205.11,1214.36
20010618,1214.36,1221.23,1208.43,1208.43
20010619,1208.43,1226.11,1208.43,1212.58
20010620,1210.67,1225.61,1210.07,1223.14
20010621,1223.14,1239.8,1220.25,1237.04
20010622,1237.59,1232.98,1221.94,1225.35
20010625,1225.35,1226.91,1214.56,1218.6
20010626,1215.31,1220.7,1204.64,1216.76
20010627,1216.77,1219.73,1208.97,1211.07
20010628,1211.08,1233.53,1220.48,1226.2
20010629,1226.2,1236.68,1221.14,1224.42
20010702,1225.0,1239.16,1224.03,1236.71
20010703,1235.91,1234.62,1230.13,1234.45
20010705,1234.45,1234.45,1219.15,1219.24
20010706,1219.1,1219.1,1188.82,1190.59
20010709,1190.59,1201.01,1192.63,1198.78
20010710,1198.78,1194.71,1180.6,1181.52
20010711,1181.52,1183.49,1171.13,1180.18
20010712,1180.18,1209.79,1180.18,1208.14
20010713,1208.14,1217.92,1203.61,1215.68
20010716,1214.59,1219.06,1201.16,1202.45
20010717,1201.42,1215.36,1196.14,1214.44
20010718,1210.62,1208.78,1199.58,1207.71
20010719,1210.68,1225.04,1205.8,1215.02
20010720,1215.02,1215.69,1207.04,1210.85
20010723,1210.85,1215.22,1191.02,1191.03
20010724,1190.14,1186.1,1165.71,1171.65
20010725,1171.65,1190.51,1172.35,1190.49
20010726,1190.49,1204.18,1182.65,1202.93
20010727,1202.55,1208.92,1196.13,1205.82
20010730,1205.82,1209.05,1200.41,1204.52
20010731,1204.52,1222.63,1210.71,1211.23
20010801,1211.23,1222.26,1213.77,1215.93
20010802,1215.93,1226.27,1215.93,1220.75
20010803,1220.75,1219.45,1207.17,1214.35
20010806,1211.9,1211.0,1198.9,1200.48
20010807,1200.47,1207.56,1195.64,1204.4
20010808,1203.02,1206.01,1182.86,1183.53
20010809,1183.53,1184.34,1175.15,1183.43
20010810,1183.43,1191.92,1171.55,1190.16
20010813,1190.16,1192.3,1185.13,1191.29
20010814,1191.5,1197.08,1184.32,1186.73
20010815,1186.73,1191.21,1177.61,1178.02
20010816,1176.38,1181.66,1166.08,1181.66
20010817,1177.45,1181.66,1156.07,1161.97
20010820,1161.99,1171.41,1160.94,1171.41
20010821,1171.41,1179.85,1156.56,1157.26
20010822,1157.26,1168.56,1153.34,1165.31
20010823,1165.31,1169.86,1160.96,1162.09
20010824,1162.09,1185.15,1162.09,1184.93
20010827,1184.41,1186.85,1178.07,1179.21
20010828,1179.21,1179.66,1161.17,1161.51
20010829,1162.83,1166.97,1147.38,1148.6
20010830,1148.6,1151.75,1124.87,1129.03
20010831,1128.21,1141.83,1126.38,1133.58
20010904,1133.58,1155.4,1129.06,1132.94
20010905,1133.48,1135.52,1114.86,1131.74
20010906,1128.95,1131.74,1105.83,1106.4
20010907,1106.4,1106.4,1082.12,1085.78
20010910,1085.78,1096.94,1073.15,1092.54
20010917,1092.54,1092.54,1037.46,1038.77
20010918,1040.08,1046.42,1029.25,1032.74
20010919,1032.74,1038.91,984.62,1016.1
20010920,1016.1,1016.1,984.49,984.54
20010921,975.98,984.54,944.75,965.8
20010924,965.8,1008.44,965.8,1003.45
20010925,1003.45,1017.14,998.33,1012.27
20010926,1012.27,1020.29,1002.62,1007.04
20010927,1006.29,1018.92,998.24,1018.61
20010928,1028.46,1040.94,1018.61,1040.94
20011001,1037.9,1040.94,1026.76,1038.55
20011002,1037.56,1051.33,1034.47,1051.33
20011003,1042.89,1075.38,1041.48,1072.28
20011004,1072.28,1084.12,1067.82,1069.63
20011005,1069.63,1072.35,1053.5,1071.38
20011008,1071.37,1071.37,1056.88,1062.44
20011009,1062.93,1063.37,1053.83,1056.75
20011010,1055.28,1081.62,1052.7,1080.99
20011011,1082.44,1099.16,1080.99,1097.43
20011012,1088.37,1097.43,1072.15,1091.65
20011015,1089.98,1091.65,1078.19,1089.98
20011016,1093.71,1101.66,1087.13,1097.54
20011017,1077.09,1107.12,1076.57,1077.09
20011018,1074.38,1077.94,1064.54,1068.61
20011019,1066.62,1075.52,1057.24,1073.48
20011022,1072.35,1090.57,1070.32,1089.9
20011023,1093.87,1098.99,1081.53,1084.78
20011024,1085.2,1090.26,1079.98,1085.2
20011025,1100.09,1100.09,1065.64,1100.09
20011026,1096.24,1110.61,1094.24,1104.61
20011029,1099.81,1104.61,1078.3,1078.3
20011030,1075.56,1078.3,1053.61,1059.79
20011031,1066.37,1074.79,1057.55,1059.78
20011101,1063.12,1085.61,1054.31,1084.1
20011102,1084.1,1089.63,1075.58,1087.2
20011105,1097.28,1106.72,1087.2,1102.84
20011106,1102.01,1119.73,1095.36,1118.86
20011107,1118.86,1126.62,1112.98,1115.8
20011108,1115.8,1135.75,1115.42,1118.54
20011109,1117.59,1123.02,1111.13,1120.31
20011112,1120.31,1121.71,1098.32,1118.33
20011113,1122.23,1139.14,1118.33,1139.09
20011114,1139.09,1148.28,1132.87,1141.21
20011115,1141.21,1146.46,1135.06,1142.24
20011116,1142.24,1143.52,1129.92,1138.65
20011119,1138.65,1151.06,1138.65,1151.06
20011120,1151.06,1152.45,1142.17,1142.66
20011121,1140.15,1142.66,1129.78,1137.03
20011123,1137.03,1151.05,1135.9,1150.34
20011126,1150.34,1157.88,1146.17,1157.42
20011127,1157.42,1163.38,1140.81,1149.5
20011128,1143.09,1149.5,1128.29,1128.52
20011129,1128.52,1140.4,1125.51,1140.2
20011130,1140.2,1143.57,1135.89,1139.45
20011203,1139.45,1139.45,1125.78,1129.9
20011204,1129.9,1144.8,1128.86,1144.8
20011205,1144.8,1173.62,1143.77,1170.35
20011206,1170.35,1173.35,1164.43,1167.1
20011207,1167.1,1167.1,1152.66,1158.31
20011210,1152.44,1158.31,1139.66,1139.93
20011211,1144.47,1150.89,1134.32,1136.76
20011212,1136.76,1141.58,1126.01,1137.07
20011213,1137.07,1137.07,1117.85,1119.38
20011214,1117.92,1128.28,1114.5,1123.09
20011217,1123.09,1137.36,1122.34,1134.36
20011218,1134.36,1145.1,1134.36,1142.92
20011219,1142.92,1152.44,1134.75,1149.56
20011220,1148.93,1151.42,1139.93,1139.93
20011221,1139.93,1147.83,1139.93,1144.89
20011224,1144.96,1147.83,1144.62,1144.65
20011226,1145.06,1159.18,1144.65,1149.37
20011227,1149.37,1157.13,1149.37,1157.13
20011228,1158.35,1164.64,1157.13,1161.02
20011231,1158.34,1161.16,1148.04,1148.08
20020102,1149.0,1154.67,1136.23,1154.67
20020103,1155.46,1165.27,1154.01,1165.27
20020104,1171.08,1176.55,1163.42,1172.51
20020107,1174.65,1176.97,1163.55,1164.89
20020108,1165.32,1167.6,1157.46,1160.71
20020109,1163.75,1174.26,1151.89,1155.14
20020110,1154.27,1159.93,1150.85,1156.55
20020111,1158.51,1159.41,1145.45,1145.6
20020114,1143.02,1145.6,1138.15,1138.41
20020115,1140.84,1148.81,1136.88,1146.19
20020116,1139.17,1146.19,1127.49,1127.57
20020117,1135.74,1139.27,1127.57,1138.88
20020118,1127.53,1138.88,1124.45,1127.58
20020122,1135.26,1137.0,1117.94,1119.31
20020123,1119.31,1131.94,1117.43,1128.18
20020124,1133.37,1139.5,1128.18,1132.15
20020125,1129.33,1138.31,1127.82,1133.28
20020128,1136.27,1138.63,1126.66,1133.06
20020129,1133.06,1137.47,1098.74,1100.64
20020130,1100.23,1113.79,1081.66,1113.57
20020131,1113.57,1130.21,1113.3,1130.2
20020201,1127.39,1130.2,1118.51,1122.2
20020204,1118.04,1122.2,1092.25,1094.44
20020205,1094.44,1100.96,1082.58,1090.02
20020206,1091.47,1093.58,1077.78,1083.51
20020207,1083.51,1094.03,1078.44,1080.17
20020208,1082.39,1096.3,1079.91,1096.22
20020211,1095.37,1112.01,1094.68,1111.94
20020212,1106.17,1112.68,1102.98,1107.5
20020213,1107.5,1120.56,1107.5,1118.51
20020214,1118.51,1124.72,1112.3,1116.48
20020215,1116.48,1117.09,1103.23,1104.18
20020219,1102.16,1104.18,1082.24,1083.34
20020220,1083.34,1098.32,1074.36,1097.98
20020221,1097.98,1101.5,1080.24,1080.95
20020222,1080.95,1093.93,1074.39,1089.84
20020225,1090.83,1112.71,1089.84,1109.43
20020226,1110.35,1115.05,1101.72,1109.38
20020227,1111.23,1123.06,1102.26,1109.89
20020228,1110.8,1121.57,1106.73,1106.73
20020301,1108.74,1131.79,1106.73,1131.78
20020304,1130.93,1153.84,1130.93,1153.84
20020305,1153.02,1157.74,1144.78,1146.14
20020306,1146.14,1165.29,1145.11,1162.77
20020307,1162.77,1167.94,1150.69,1157.54
20020308,1157.54,1172.76,1157.54,1164.31
20020311,1164.31,1173.03,1159.58,1168.26
20020312,1168.26,1168.26,1154.34,1165.58
20020313,1162.98,1165.58,1151.01,1154.09
20020314,1154.09,1157.76,1151.14,1153.04
20020315,1153.45,1166.45,1153.04,1166.16
20020318,1166.16,1172.75,1159.18,1165.55
20020319,1165.55,1173.89,1165.55,1170.29
20020320,1170.29,1170.29,1151.67,1151.85
20020321,1151.85,1155.12,1139.58,1153.59
20020322,1153.59,1156.48,1144.82,1148.7
20020325,1149.28,1150.89,1131.87,1131.87
20020326,1131.87,1146.98,1131.43,1138.49
20020327,1137.45,1146.85,1135.54,1144.58
20020328,1146.29,1154.4,1144.58,1147.39
20020401,1145.96,1147.75,1133.03,1146.54
20020402,1146.54,1146.54,1135.72,1136.76
20020403,1137.55,1138.75,1119.71,1125.4
20020404,1125.4,1130.41,1120.17,1126.34
20020405,1126.34,1133.01,1119.63,1122.73
20020408,1122.73,1125.41,1111.92,1125.29
20020409,1125.29,1128.36,1116.91,1117.8
20020410,1117.8,1131.74,1117.8,1130.46
20020411,1130.47,1130.47,1102.56,1103.69
20020412,1103.69,1112.78,1102.82,1111.01
20020415,1111.68,1114.81,1099.52,1102.55
20020416,1102.55,1129.34,1102.55,1128.37
20020417,1128.37,1132.94,1123.37,1126.07
20020418,1126.07,1130.53,1109.47,1124.47
20020419,1127.44,1128.82,1122.72,1125.17
20020422,1122.68,1125.17,1105.75,1107.83
20020423,1107.89,1111.12,1099.09,1100.96
20020424,1101.93,1108.45,1092.55,1093.14
20020425,1093.14,1094.2,1084.88,1091.48
20020426,1091.48,1096.63,1076.32,1076.32
20020429,1076.89,1078.96,1063.6,1065.45
20020430,1065.45,1082.54,1063.56,1076.92
